Title,Rating,Expert Rating,Location,Price Per Night,Distance From City,Facilities,Country
Simba Hotel Dubai,1 Star Hotel,7.3,Dubai,"20,000",6 km from City Center,,Dubai
Al Qaid Hotel Dubai,1 Star Hotel,7.0,Dubai,"5,000",5 km from City Center,"['Laundry Service', 'Restaurant']",Dubai
Hey Beach Hostel Dubai,2 Star Hotel,7.0,Dubai,"5,000",21 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Dubai
Holiday Inn Express Dubai Jumeirah,2 Star Hotel,7.0,Dubai,"5,000",6 km from City Center,"['Free Parking', 'Restaurant']",Dubai
Holiday Inn Express Dubai Safa Park,2 Star Hotel,7.0,Dubai,"5,000",6 km from City Center,"['Free Wi-Fi', 'Air-Conditioned']",Dubai
Rahab Hotel Dubai,1 Star Hotel,7.0,Dubai,"15,000",5 km from City Center,"['Laundry Service', 'Room Service']",Dubai
Amari Ocean Pattaya,4 Star Hotel,9.1,Pattaya,,,"['Free Wi-Fi', 'Free Parking', 'Room Service']",Thailand
Club Med Phuket,4 Star Hotel,9.2,Phuket,"10,000",15 km from City Center,,Thailand
Avani Atrium Bangkok,5 Star Hotel,9.1,Bangkok,"2,500",6 km from City Center,"['Free Wi-Fi', 'Restaurant']",Thailand
Admiral Suites Bangkok,4 Star Hotel,9.1,Bangkok,"2,500",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned']",Thailand
Centara Pattaya Hotel,4 Star Hotel,8.8,Pattaya,"2,500",1 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Blue Ocean Resort Phuket,4 Star Hotel,8.8,Patong,"5,000",,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Rembrandt Hotel Bangkok,4 Star Hotel,8.6,Bangkok,"2,500",5 km from City Center,"['Fitness Center', 'Free Parking']",Thailand
Holiday Inn Express Phuket Patong Beach Central,3 Star Hotel,8.4,Patong,"2,500",,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Thailand
Bangkok Palace Hotel,4 Star Hotel,8.3,Bangkok,"2,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Krabi Front Bay Resort,4 Star Hotel,8.3,Krabi,"2,500",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Mercure Pattaya Hotel,4 Star Hotel,8.2,Pattaya,"2,500",1 km from City Center,"['Free Parking', 'Restaurant']",Thailand
Sawaddi Patong Resort & Spa Phuket,4 Star Hotel,8.2,Patong,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Beyond Resort Krabi,4 Star Hotel,8.2,Krabi,"10,000",17 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Laundry Service', 'Room Service']",Thailand
Best Bella Hotel Pattaya,3 Star Hotel,8.1,Pattaya,"2,500",2 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Hotel Signature Pattaya,4 Star Hotel,8.1,Pattaya,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Patong Resort Hotel,4 Star Hotel,8.0,Patong,"7,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Ibis Hotel Pattaya,3 Star Hotel,7.8,Pattaya,"2,500",2 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Le Fenix Sukhumvit Hotel Bangkok,3 Star Hotel,7.8,Bangkok,"2,500",4 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Room Service']",Thailand
Movenpick Resort & Spa Karon Beach Phuket,5 Star Hotel,9.8,Phuket,"10,000",13 km from City Center,['Restaurant'],Thailand
Hua Hin Marriott Resort & Spa,5 Star Hotel,9.6,Hua,"10,000",,"['Free Wi-Fi', 'Laundry Service', 'Room Service']",Thailand
The Tubkaak Krabi Boutique Resort,5 Star Hotel,9.6,Krabi,"10,000",866 km from City Center,"['Room Service', 'Free Wi-Fi']",Thailand
Hilton Hua Hin Resort & Spa,5 Star Hotel,9.6,Hua,"10,000",,"['Free Parking', 'Free Wi-Fi', 'Air-Conditioned', 'Room Service']",Thailand
Anantara Hua Hin Resort & Spa,5 Star Hotel,9.5,Hua,"10,000",,"['Free Parking', 'Outdoor Pool', 'Room Service', 'Air-Conditioned']",Thailand
Inter Continental Hua Hin Resort,5 Star Hotel,9.5,Hua,"10,000",,"['Free Parking', 'Room Service']",Thailand
Hilton Phuket Arcadia Resort & Spa,5 Star Hotel,9.5,Phuket,"10,000",13 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Let’s Sea Hua Hin Alfresco Resort,5 Star Hotel,9.5,Hua,"10,000",,['Restaurant'],Thailand
Renaissance Phuket Resort & Spa,5 Star Hotel,9.5,Phuket,"10,000",23 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Thailand
Grand Sukhumvit Hotel Bangkok,5 Star Hotel,9.5,Bangkok,"5,000",7 km from City Center,"['Free Wi-Fi', 'Fitness Center']",Thailand
Cape Nidhra Hotel Hua Hin,5 Star Hotel,9.5,Hua,"10,000",,['Laundry Service'],Thailand
Como Point Yamu Resort Phuket,5 Star Hotel,9.4,Phuket,"10,000",10 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Tower Club At Lebua Hotel Bangkok,5 Star Hotel,9.4,Bangkok,"7,500",3 km from City Center,"['Free Parking', 'Outdoor Pool', 'Laundry Service']",Thailand
Conrad Bangkok Residences,5 Star Hotel,9.4,Bangkok,"10,000",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Crowne Plaza Bangkok Lumpini Park,5 Star Hotel,9.4,Bangkok,"7,500",3 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Courtyard By Marriott Bangkok,4 Star Hotel,9.4,Bangkok,"7,500",3 km from City Center,"['Free Wi-Fi', 'Room Service', 'Laundry Service', 'Free Parking']",Thailand
Anantara Riverside Resort Bangkok,5 Star Hotel,9.4,Bangkok,"10,000",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Al Meroz Hotel Bangkok,5 Star Hotel,9.4,Bangkok,"7,500",9 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Renaissance Ratchaprasong Hotel Bangkok,5 Star Hotel,9.4,Bangkok,"10,000",4 km from City Center,['Fitness Center'],Thailand
Old Capital Bike Inn Bangkok,3 Star Hotel,9.4,Bangkok,"5,000",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Hotel Hilton Pattaya,5 Star Hotel,9.4,Pattaya,"10,000",,['Fitness Center'],Thailand
Banyan Tree Bangkok,5 Star Hotel,9.4,Bangkok,"10,000",4 km from City Center,"['Free Wi-Fi', 'Fitness Center', 'Outdoor Pool']",Thailand
Waldorf Astoria Bangkok,5 Star Hotel,9.4,Bangkok,"10,000",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Hotel Como Metropolitan Bangkok,5 Star Hotel,9.3,Bangkok,"10,000",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Duangjitt Resort & Spa Phuket,5 Star Hotel,9.3,Patong,"10,000",,['Restaurant'],Thailand
Outrigger Laguna Phuket Beach Resort,5 Star Hotel,9.3,Phuket,"10,000",7 km from City Center,"['Outdoor Pool', 'Fitness Center']",Thailand
"Phuket Marriott Resort And Spa, Nai Yang Beach",5 Star Hotel,9.3,Phuket,"10,000",15 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Thailand
Landmark Hotel Bangkok,5 Star Hotel,9.3,Bangkok,"7,500",6 km from City Center,"['Fitness Center', 'Free Parking']",Thailand
Horizon Patong Beach Resort And Spa Phuket,4 Star Hotel,9.3,Patong,"7,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Sala Samui Choengmon Beach Resort Ko Samui,5 Star Hotel,9.3,Ko,"10,000",4 km from City Center,['Free Parking'],Thailand
Centara Grand At Centralworld Hotel Bangkok,5 Star Hotel,9.3,Bangkok,"7,500",,"['Restaurant', 'Fitness Center']",Thailand
Centara Grand Beach Resort Phuket,5 Star Hotel,9.3,Phuket,"10,000",12 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Centara Grand Mirage Beach Resort Pattaya,5 Star Hotel,9.3,Pattaya,"10,000",3 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Thailand
Anantara Sathorn Hotel Bangkok,5 Star Hotel,9.3,Bangkok,"7,500",5 km from City Center,,Thailand
Dusit Thani Laguna Phuket,5 Star Hotel,9.3,Phuket,"10,000",7 km from City Center,['Outdoor Pool'],Thailand
Grande Centre Point Sukhumvit 55 Bangkok,5 Star Hotel,9.3,Bangkok,"10,000",7 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Holiday Inn Resort Phuket Mai Khao Beach,4 Star Hotel,9.3,Phuket,"7,500",22 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Thailand
Le Meridien Hotel Bangkok,5 Star Hotel,9.3,Bangkok,"10,000",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Laundry Service']",Thailand
Le Meridien Beach Resort Phuket,5 Star Hotel,9.3,Phuket,"10,000",11 km from City Center,"['Room Service', 'Laundry Service']",Thailand
Novotel Phuket Kamala Beach,4 Star Hotel,9.3,Phuket,"7,500",6 km from City Center,['Fitness Center'],Thailand
Hotel Holiday Inn Pattaya,4 Star Hotel,9.3,Pattaya,"7,500",2 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Thailand
Lancaster Hotel Bangkok,5 Star Hotel,9.3,Bangkok,"7,500",5 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Novotel Phuket Kata Avista Resort & Spa,5 Star Hotel,9.3,Phuket,"7,500",15 km from City Center,['Fitness Center'],Thailand
Hotel Royal Cliff Beach Terrace Pattaya,5 Star Hotel,9.3,Pattaya,"10,000",3 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Hilton Sukhumvit Bangkok Hotel,5 Star Hotel,9.3,Bangkok,"7,500",6 km from City Center,"['Free Wi-Fi', 'Laundry Service']",Thailand
Lancaster Hotel Bangkok,5 Star Hotel,9.3,Bangkok,"7,500",5 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Novotel Bangkok Ploenchit Sukhumvit,4 Star Hotel,9.3,Bangkok,"7,500",4 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Grand Siam Villa Pattaya,4 Star Hotel,9.3,Pattaya,"10,000",4 km from City Center,['Outdoor Pool'],Thailand
Dusit Thani Hotel Pattaya,5 Star Hotel,9.3,Pattaya,"5,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Radisson Blu Plaza Bangkok,5 Star Hotel,9.3,Bangkok,"7,500",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Avista Hideaway Patong Mgallery By Sofitel,5 Star Hotel,9.3,Patong,"10,000",,['Free Wi-Fi'],Thailand
Burasari Resort Phuket,4 Star Hotel,9.3,Patong,"7,500",,"['Laundry Service', 'Room Service']",Thailand
Thara Patong Beach Resort & Spa,4 Star Hotel,9.3,Patong,"5,000",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Muang Samui Spa Resort Koh Samui,5 Star Hotel,9.3,Ko,"10,000",6 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Hotel Grande Centre Point Terminal 21 Bangkok,5 Star Hotel,9.3,Bangkok,"10,000",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Hansar Bangkok Hotel,5 Star Hotel,9.3,Bangkok,"10,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Ad Lib Hotel Bangkok,4 Star Hotel,9.3,Bangkok,"7,500",28 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Rocky's Boutique Resort Ko Samui,4 Star Hotel,9.3,Ko,"7,500",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Six Senses Samui Hotel Ko Samui,5 Star Hotel,9.3,Ko,"10,000",11 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Acqua Hotel Pattaya,4 Star Hotel,9.2,Pattaya,"2,500",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Casa De Mar Ko Samui,4 Star Hotel,9.2,Ko,"5,000",4 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Sala Phuket Resort & Spa,5 Star Hotel,9.2,Phuket,"10,000",927 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Park Hyatt Bangkok,5 Star Hotel,9.2,Bangkok,"10,000",4 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Rabbit Resort Pattaya,4 Star Hotel,9.2,Pattaya,"7,500",4 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Royal Orchid Sheraton Hotel & Towers Bangkok,5 Star Hotel,9.2,Bangkok,"7,500",2 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Thailand
Novotel Phuket Vintage Park,4 Star Hotel,9.2,Phuket,"7,500",7 km from City Center,"['Restaurant', 'Fitness Center']",Thailand
Hotel Centara Grand Phratamnak Pattaya,5 Star Hotel,9.2,Pattaya,"5,000",4 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Sala Samui Chaweng Beach Resort,5 Star Hotel,9.2,Ko,"10,000",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Centara Grand Beach Resort Samui,5 Star Hotel,9.2,Ko,"7,500",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Grande Centre Point Hotel Ratchadamri Bangkok,5 Star Hotel,9.2,Bangkok,"7,500",3 km from City Center,['Fitness Center'],Thailand
Katathani Phuket Beach Resort,5 Star Hotel,9.2,Phuket,"10,000",17 km from City Center,"['Outdoor Pool', 'Room Service', 'Restaurant']",Thailand
Amara Hotel Bangkok,4 Star Hotel,9.2,Bangkok,"7,500",3 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Amari Nova Suites Pattaya,5 Star Hotel,9.2,Pattaya,"2,500",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Avani Resort And Spa Pattaya,5 Star Hotel,9.2,Pattaya,"10,000",1 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Holiday Inn Resort Phuket,3 Star Hotel,9.2,Patong,"7,500",,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Thailand
Angsana Villas Resort Phuket,5 Star Hotel,9.2,Phuket,"10,000",9 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Laundry Service']",Thailand
Centara Villas Samui,4 Star Hotel,9.2,Ko,"5,000",10 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Free Parking', 'Room Service']",Thailand
Dusit Thani Hotel Bangkok,5 Star Hotel,9.2,Bangkok,"7,500",3 km from City Center,"['Fitness Center', 'Outdoor Pool']",Thailand
Rome Place Hotel Phuket,3 Star Hotel,9.2,Phuket,"2,500",10 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Hotel Rayavadee Krabi,5 Star Hotel,9.2,Krabi,"10,000",8 km from City Center,"['Outdoor Pool', 'Restaurant']",Thailand
The Kala Samui,4 Star Hotel,9.2,Ko,"5,000",6 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Oriental Residence Bangkok,5 Star Hotel,9.2,Bangkok,"10,000",4 km from City Center,['Fitness Center'],Thailand
39 Boulevard Executive Residence Hotel Bangkok,4 Star Hotel,9.1,Bangkok,"5,000",6 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Palmyra Patong Resort Phuket,4 Star Hotel,9.1,Patong,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Dream Hotel Bangkok,5 Star Hotel,9.1,Bangkok,"5,000",5 km from City Center,['Fitness Center'],Thailand
Sea Sand Sun Resort & Villas Pattaya,5 Star Hotel,9.1,Pattaya,"10,000",17 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Sensimar Resort And Spa Koh Samui,4 Star Hotel,9.1,Koh,"7,500",,['Fitness Center'],Thailand
Pathumwan Princess Hotel Bangkok,5 Star Hotel,9.1,Bangkok,"10,000",2 km from City Center,['Free Wi-Fi'],Thailand
Hard Rock Hotel Pattaya,4 Star Hotel,9.1,Pattaya,"5,000",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Ozo Chaweng Samui,4 Star Hotel,9.1,Ko,"5,000",6 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Pullman Phuket Arcadia Naithon Beach Hotel,5 Star Hotel,9.1,Phuket,"10,000",14 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Baan Nampetch Hostel Bangkok,2 Star Hotel,9.1,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Room Service', 'Air-Conditioned']",Thailand
Mytt Beach Hotel Pattaya,5 Star Hotel,9.1,Pattaya,"7,500",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Paripas Patong Resort,4 Star Hotel,9.1,Patong,"2,500",,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
The Surin Resort Phuket,5 Star Hotel,9.1,Phuket,"10,000",7 km from City Center,"['Restaurant', 'Fitness Center']",Thailand
Aetas Lumpini Hotel Bangkok,4 Star Hotel,9.1,Bangkok,"5,000",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Abloom Exclusive Serviced Apartments Bangkok,4 Star Hotel,9.1,Bangkok,"2,500",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Amaranta Hotel Bangkok,4 Star Hotel,9.1,Bangkok,"5,000",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Amari Watergate Hotel Bangkok,5 Star Hotel,9.1,Bangkok,"7,500",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Anantara Layan Phuket Resort,5 Star Hotel,9.1,Phuket,"10,000",11 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Thailand
"Alpina Phuket Nalina Resort & Spa, Kata Beach",4 Star Hotel,9.1,Phuket,"2,500",15 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Novotel Bangkok Platinum Pratunam,4 Star Hotel,9.1,Bangkok,"7,500",3 km from City Center,['Fitness Center'],Thailand
Jw Marriott Resort & Spa Phuket,5 Star Hotel,9.1,Phuket,"10,000",24 km from City Center,"['Free Parking', 'Room Service', 'Restaurant']",Thailand
Olive Residence Bangkok,4 Star Hotel,9.1,Bangkok,"2,500",12 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Thailand
Adelphi Forty Nine Hotel Bangkok,4 Star Hotel,9.0,Bangkok,"10,000",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Riva Surya Bangkok,4 Star Hotel,9.0,Bangkok,"7,500",3 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Room Service']",Thailand
The Oasis Resort Krabi,3 Star Hotel,9.0,Krabi,"2,500",202 km from City Center,['Laundry Service'],Thailand
The Westin Grande Sukhumvit Hotel Bangkok,5 Star Hotel,9.0,Bangkok,"10,000",5 km from City Center,['Free Wi-Fi'],Thailand
Resort Navana Nature Escape Pattaya,4 Star Hotel,9.0,Pattaya,"5,000",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Nikki Beach Resort Koh Samui,5 Star Hotel,9.0,Koh,"7,500",,"['Free Wi-Fi', 'Outdoor Pool', 'Room Service', 'Restaurant']",Thailand
Malisa Villa Suites Phuket,5 Star Hotel,9.0,Phuket,"10,000",15 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Room Service']",Thailand
Inter Continental Pattaya Resort,5 Star Hotel,9.0,Pattaya,"7,500",2 km from City Center,"['Fitness Center', 'Outdoor Pool']",Thailand
Hotel Somerset Ekamai Bangkok,4 Star Hotel,9.0,Bangkok,"7,500",8 km from City Center,"['Restaurant', 'Air-Conditioned']",Thailand
Putahracsa Hua Hin Resort,5 Star Hotel,9.0,Hua,"10,000",,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Adelphi Hotel Pattaya,4 Star Hotel,9.0,Pattaya,"2,500",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Pullman Bangkok King Power Hotel,5 Star Hotel,9.0,Bangkok,"7,500",3 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Andaman Seaview Hotel Phuket,4 Star Hotel,9.0,Phuket,"10,000",14 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Andaman White Beach Resort Phuket,4 Star Hotel,9.0,Phuket,"10,000",12 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
The Pavilions Phuket Resort,5 Star Hotel,9.0,Phuket,"10,000",9 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Triple Two Silom Hotel Bangkok,4 Star Hotel,9.0,Bangkok,"7,500",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Laundry Service', 'Room Service']",Thailand
Hotel Tropicana Pattaya,4 Star Hotel,9.0,Pattaya,"5,000",1 km from City Center,"['Restaurant', 'Room Service']",Thailand
Novotel Phuket Resort,4 Star Hotel,9.0,Phuket,"7,500",7 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Novotel Phuket Resort,4 Star Hotel,9.0,Phuket,"7,500",7 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Angsana Laguna Phuket,5 Star Hotel,9.0,Phuket,"10,000",8 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Lk Royal Suite Pattaya,4 Star Hotel,9.0,Pattaya,"2,500",,"['Outdoor Pool', 'Restaurant']",Thailand
P Plus Hotel Pattaya,3 Star Hotel,9.0,Pattaya,"2,500",4 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Rawai Palm Beach Resort Phuket,4 Star Hotel,9.0,Phuket,"5,000",20 km from City Center,"['Restaurant', 'Laundry Service']",Thailand
"Chanalai Hillside Resort, Karon Beach   Phuket",4 Star Hotel,9.0,Phuket,"7,500",12 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Andaman Cannacia Resort Phuket,4 Star Hotel,9.0,Phuket,"5,000",16 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
